146,120,23
148,99,90
145,63,29
158,110,42
189,116,31
171,65,87
192,116,85
199,114,86
159,74,47
153,84,36
171,66,82
161,118,34
192,70,50
155,91,45
191,85,46
175,98,32
183,93,36
160,67,87
140,90,44
151,90,18
170,86,89
141,96,26
173,65,39
156,73,21
182,82,59
193,74,44
141,68,63
160,103,69
165,77,82
144,94,30
144,66,19
144,117,90
194,82,86
199,98,44
163,118,72
159,92,19
173,61,101
188,80,71
188,65,68
192,108,61
188,84,66
140,67,57
196,103,59
141,100,84
141,77,21
183,90,40
172,105,71
171,88,49
170,114,72
144,81,27
154,106,90
147,64,58
200,60,71
144,95,55
143,112,59
180,95,22
160,118,85
147,80,66
178,79,33
185,105,66
189,69,75
156,120,24
166,76,56
164,69,62
177,105,71
186,70,60
197,108,26
148,106,42
155,65,57
163,119,45
200,101,68
160,77,87
194,76,90
154,90,73
153,94,58
200,71,24
198,96,87
178,86,66
170,67,79
161,69,89
186,73,30
187,77,85
141,107,78
143,79,38
159,94,55
188,98,67
178,80,36
199,120,69
149,103,27
177,96,23
158,81,57
145,71,67
193,73,68
176,63,24
158,107,42
150,70,77
160,72,62
144,64,32
179,107,85
154,73,29
186,73,42
158,104,18
165,103,87
143,73,53
141,84,89
151,95,57
156,90,65
144,118,38
160,114,80
143,104,26
146,65,68
144,79,48
195,71,40
159,66,31
176,77,73
163,47,47
198,86,72
185,72,82
194,105,61
176,119,55
182,90,64
163,118,35
153,116,24
148,91,85
150,81,26
197,98,30
142,76,79
193,80,68
171,108,85
189,74,64
167,71,57
161,113,81
186,60,44
161,109,68
173,88,66
194,84,30
191,85,88
154,78,53
166,89,35
190,78,53
149,78,81
186,110,77
193,90,41
170,97,86
174,101,64
191,72,55
200,85,28
188,96,63
161,83,26
170,97,79
155,60,58
171,91,73
144,92,70
143,117,28
178,117,65
177,85,58
144,77,21
177,60,37
173,81,57
192,90,36
179,65,51
156,70,53
146,99,65
143,116,44
177,110,49
182,80,48
156,61,73
165,74,88
162,99,69
145,93,73
144,77,75
147,82,26
181,96,80
153,110,68
154,103,90
140,68,82
184,73,81
174,73,87
173,75,43
185,114,43
190,104,82
163,91,54
148,88,77
151,61,79
183,85,62
180,75,82
143,82,26
163,70,80
169,104,32
187,79,49
149,100,90
169,100,66
144,92,31
188,94,89
164,107,58
197,117,50
144,118,67
144,60,55
196,62,73
152,118,70
198,82,65
160,95,24
198,95,60
160,85,38
143,92,39
177,82,51
173,111,21
195,95,22
152,67,89
188,103,82
161,65,79
199,76,83
190,66,45
183,84,70
153,99,89
140,117,18
152,75,51
172,78,39
146,97,62
192,102,50
195,77,82
160,71,45
168,92,70
140,76,52
158,87,37
169,62,67
155,117,41
181,67,81
195,91,71
174,107,60
156,79,67
196,97,80
143,64,21
178,62,21
197,64,83
171,111,23
198,109,45
156,79,26
172,104,68
195,111,85
153,63,38
190,100,59
148,110,46
166,66,51
193,65,82
182,96,81
170,99,85
177,64,44
144,118,80
154,66,22
141,60,23
191,98,81
140,111,81
173,87,64
147,113,65
175,109,43
177,70,22
185,66,41
158,87,88
195,116,77
187,99,52
146,61,89
157,120,34
195,94,32
146,109,28
188,79,61
146,66,38
186,63,58
180,113,63
187,64,56
196,90,81
150,70,58
141,65,89
190,65,73
168,75,70
146,96,85
145,76,81
147,74,33
150,72,66
199,203,23
157,117,24
176,82,86
191,62,62
154,77,69
184,111,88
164,88,77
158,91,67
179,73,43
163,116,75
147,70,57
199,77,35
171,60,22
170,86,68
159,83,85
152,120,28
192,76,71
156,72,51
172,65,37
173,68,74
198,116,58
156,109,67
156,113,71
158,112,42
173,73,27
163,101,24
154,78,75
181,106,55
155,110,75
198,108,84
170,97,76
166,68,26
174,116,88
177,85,19
189,67,24
193,64,83
149,94,64
145,68,41
159,67,65
177,83,64
163,120,30
196,81,70
143,115,67
200,88,31
180,76,25
177,75,31
149,69,82
141,94,37
174,71,86
141,66,39
183,78,75
153,74,34
155,96,78
198,89,88
151,116,35
188,86,87
142,97,31
158,64,71
198,61,33
156,68,66
147,69,56
177,89,76
179,85,47
193,107,88
194,95,50
143,73,68
186,114,22
192,115,55
169,99,64
144,83,39
145,117,54
152,97,80
187,111,47
164,70,53
190,115,76
149,69,21
184,68,55
149,76,63
191,81,63
173,65,56
198,71,83
144,79,45
196,107,44
161,115,26
144,81,87
198,83,85
179,69,50
165,111,35
176,72,54
161,60,82
153,118,48
142,119,70
149,108,49
162,71,65
193,69,44
166,75,27
178,97,55
163,117,46
191,87,69
186,77,79
147,60,55
145,66,28
180,112,21
163,68,81
146,102,63
178,99,65
177,72,66
195,83,23
176,108,50
221,107,43
175,107,36
199,91,21
171,75,82
161,96,42
199,94,33
200,81,24
194,69,50
185,91,47
180,69,90
184,115,28
166,102,79
164,116,41
153,92,55
193,76,40
197,74,18
197,79,71
146,82,27
143,120,27
149,69,85
172,110,55
144,76,29
140,115,82
145,88,47
177,120,38
143,65,45
180,96,40
175,62,75
144,77,71
154,89,51
161,70,76
147,97,55
185,90,22
167,107,82
141,68,37
181,80,35
193,68,18
148,89,68
189,88,48
155,111,77
141,92,28
172,109,22
197,106,59
186,62,43
164,66,72
183,77,84
169,93,24
166,67,51
197,96,72
175,100,27
187,81,24
183,76,76
148,114,75
182,82,60
164,101,73
147,79,56
179,109,68
170,65,56
143,80,23
171,90,72
159,68,70
192,118,74
140,84,77
152,119,83
193,98,22
153,88,20
159,75,24
160,70,72
188,95,77
174,69,31
189,84,78
145,98,20
151,102,51
178,87,45
143,76,49
185,64,24
176,91,53
188,93,50
149,109,70
185,97,48
186,90,68
193,93,56
166,87,21
151,76,52
158,110,88
159,88,67
166,99,79
162,96,77
178,68,72
197,75,77
157,80,68
154,63,23
196,103,33
196,108,75
158,119,44
144,66,69
187,102,75
147,68,48
168,79,18
166,85,80
176,61,89
147,97,51
176,90,78
148,81,48
147,60,52
166,101,32
156,81,38
197,119,35
171,109,47
167,54,20
158,94,31
168,119,29
187,117,23
150,92,38
141,115,23
183,106,70
176,119,30
165,85,60
195,71,79
169,114,35
195,119,47
170,112,69
196,62,76
182,72,36
182,110,63
140,79,61
172,114,81
165,68,71
178,118,49
173,74,80
153,63,47
173,96,77
192,115,26
140,110,42
147,116,65
187,85,74
141,94,67
148,100,39
159,69,54
195,112,64
177,84,50
140,108,63
158,71,38
151,120,50
156,112,46
141,110,83
190,84,82
186,64,26
183,97,19
190,120,66
186,86,27
147,69,47
163,114,67
141,69,55
140,60,57
140,112,73
150,119,79
149,104,84
171,103,53
165,93,81
176,96,28
156,66,36
176,102,68
175,110,90
147,108,20
144,66,24
141,115,19
150,82,68
171,79,61
191,118,18
158,65,25
151,105,83
143,82,38
197,65,88
154,119,70
178,101,74
152,110,53
154,118,89
185,98,33
149,61,90
190,90,73
145,71,53
199,97,64
179,83,75
157,98,65
192,111,32
141,105,51
186,82,40
194,101,20
177,63,41
183,109,86
168,104,35
186,62,59
140,90,84
151,116,32
145,75,28
150,116,68
197,69,19
191,74,68
148,110,82
180,107,31
142,102,30
144,111,69
151,67,50
179,69,90
192,72,46
192,92,79
170,113,50
187,95,20
156,79,38
199,101,52
200,64,48
145,77,32
160,96,78
156,70,77
153,72,47
186,114,33
162,113,26
149,71,51
150,78,87
194,81,72
197,70,90
171,70,19
141,107,56
165,101,52
147,92,87
198,97,64
156,75,84
194,79,44
194,112,90
187,63,62
195,80,30
141,117,25
198,67,90
144,106,37
157,64,78
169,117,35
199,99,77
174,66,63
156,84,40
147,94,19
149,98,64
156,76,89
166,105,64
164,82,77
165,107,66
177,105,64
167,117,60
140,65,21
142,79,59
164,60,23
199,90,55
173,119,64
195,61,89
159,90,27
157,85,58
193,110,31
187,103,21
164,62,74
193,106,71
165,71,69
168,96,36
165,96,54
167,111,47
182,112,80
145,69,71
184,104,43
147,112,63
170,117,40
155,83,64
176,65,43
153,72,23
198,82,56
143,116,65
151,86,45
178,83,61
157,88,49
148,65,31
151,89,44
198,107,85
158,69,28
154,78,90
180,120,32
140,84,46
144,100,46
158,107,22
153,97,36
182,70,54
182,61,24
191,72,77
174,93,51
203,78,65
172,72,32
192,90,82
167,97,78
163,109,25
176,97,30
158,84,34
146,88,89
162,60,71
153,86,37
179,69,46
187,88,62
166,109,61
177,93,35
157,62,39
169,77,77
159,63,86
190,81,23
185,68,36
148,81,21
144,72,51
172,77,40
185,105,46
190,108,39
183,120,19
194,113,25
149,72,60
152,72,47
193,117,34
168,100,45
151,65,64
184,89,29
193,69,33
188,113,39
191,113,67
172,100,77
152,61,39
172,118,29
191,99,78
153,65,52
183,77,73
192,106,82
168,71,61
168,61,76
197,68,78
178,81,76
189,102,67
164,65,57
159,90,53
163,68,40
183,98,53
151,93,49
169,96,59
147,109,36
148,91,25
197,66,88
178,101,23
166,109,90
183,82,86
172,60,57
179,60,80
187,75,61
177,117,49
170,84,22
169,69,40
146,78,18
195,70,72
166,82,87
166,100,88
141,104,77
171,68,24
198,75,44
156,119,37
185,102,29
147,86,67
186,68,21
186,87,20
172,96,23
150,106,33
196,71,68
152,110,80
141,73,31
176,115,88
177,118,19
168,90,18
176,80,68
184,71,48
164,64,71
176,69,43
165,98,48
147,106,62
161,89,33
173,76,67
147,97,84
144,111,88
157,72,90
181,108,27
167,92,90
207,91,75
143,93,61
144,79,53
160,85,68
160,115,22
200,112,66
185,116,90
179,94,41
193,71,23
171,101,71
162,81,39
193,70,52
154,85,88
150,108,18
180,75,56
155,100,83
149,70,84
156,86,21
158,65,52
140,78,27
153,103,64
180,83,82
199,86,74
155,60,26
177,70,21
199,65,39
170,99,79
158,86,68
176,99,86
173,91,39
147,68,18
173,86,70
149,120,39
155,83,48
172,111,41
189,62,57
183,70,55
170,102,71
194,78,39
197,85,65
168,92,58
157,107,53
196,74,38
170,98,71
193,103,78
153,73,37
146,89,55
147,114,18
175,120,44
168,107,40
162,69,49
186,98,50
167,79,43
183,96,35
196,105,81
190,112,77
142,63,85
198,97,35
194,85,48
178,85,85
140,82,21
199,74,51
163,90,49
164,119,89
171,87,69
173,119,84
198,62,62
192,93,73
169,113,43
193,78,70
163,63,31
142,96,87
158,71,70
159,78,47
168,74,73
169,98,28
183,62,25
162,87,32
197,73,51
156,83,32
185,62,76
195,117,59
175,88,18
195,108,70
143,66,33
173,106,26
140,119,53
149,65,45
164,82,43
154,91,60
172,60,34
159,117,69
183,87,37
175,119,87
154,74,69
143,82,18
197,76,44
151,60,23
169,64,37
177,83,39
147,94,40
148,74,26
159,96,87
145,114,74
164,99,67
157,90,56
178,99,75
153,106,55
179,80,32
151,93,53
145,106,24
196,69,28
174,115,57
165,104,18
146,115,49
173,97,22
146,98,63
154,81,69
148,114,79
160,76,46
161,66,20
196,79,55
194,92,52
188,71,62
144,93,83
165,77,70
164,118,88
165,81,56
199,86,89
154,111,87
146,80,42
188,99,72
142,92,62
198,64,72
188,78,56
198,90,72
186,100,21
177,120,62
200,98,25
174,107,36
170,75,72
155,72,28
151,74,38
170,91,20
183,97,66
200,66,55
160,84,57
153,119,61
161,99,67
145,107,41
178,64,81
163,89,18
194,64,77
166,86,61
194,93,89
153,112,38
188,83,59
192,110,22
166,75,40
175,63,22
145,115,33
155,103,64
176,101,72
171,106,54
195,61,22
180,97,78
170,91,42
178,94,31
145,95,43
142,72,27
185,110,21
159,79,55
144,86,76
196,71,35
143,76,20
144,64,20
174,105,19
166,83,63
141,98,32
143,68,76
154,82,40
147,69,61
178,81,20
169,89,61
146,94,89
166,94,21
195,108,25
174,109,64
184,90,40
199,90,32
175,103,38
170,92,42
172,115,70
176,117,23
186,96,54
214,104,23
184,86,51
166,60,69
179,92,70
150,73,36
193,71,57
155,118,89
161,105,44
158,74,78
199,66,24
151,120,90
145,100,72
182,88,87
145,64,89
152,91,44
177,93,38
183,79,73
194,82,53
176,105,80
192,108,38
181,96,29
187,78,18
172,101,61
140,84,67
152,93,90
166,99,76
174,102,39
163,99,44
179,72,41
175,118,31
186,89,41
150,88,32
170,89,56
163,69,18
199,67,28
197,101,59
194,112,20
167,68,58
185,87,80
195,61,68
162,65,89
147,101,44
172,117,50
160,88,74
191,118,49
151,90,36
152,107,31
172,100,52
145,82,31
154,64,87
178,99,58
146,87,52
177,69,32
194,64,71
169,106,66
159,70,56
186,73,73
198,94,35
179,98,85
169,73,39
166,87,82
151,103,78
167,61,55
169,94,41
192,93,51
183,60,82
177,87,41
145,80,31
146,81,67
175,86,81
168,83,57
173,98,21
142,103,18
175,74,35
178,102,33
169,71,37
149,86,26
186,99,35
188,71,46
157,107,74
170,63,58
154,61,52
151,120,28
189,102,39
144,117,22
151,114,75
199,118,41
175,66,52
175,114,68
197,92,31
146,109,25
193,105,70
194,114,29
153,109,55
150,73,56
179,69,48
151,106,27
147,119,57
162,115,25
164,71,87
145,69,83
181,88,34
173,115,24
200,71,68
152,100,65
196,87,57
180,108,37
185,97,18
163,85,60
168,88,64
146,117,60
193,115,59
167,96,64
180,113,54
184,79,24
157,107,56
176,81,37
162,79,87
188,109,23
144,92,32
200,82,75
187,98,24
140,71,42
194,104,63
192,76,31
182,74,69
193,91,52
168,109,76
162,85,25
145,98,64
200,70,22
193,100,76
140,78,43
181,120,69
179,87,30
165,81,84
169,95,45
163,113,83
167,109,37
141,101,34
165,120,48
146,73,61
142,116,31
173,114,23
177,114,66
185,77,74
155,79,64
184,91,64
183,116,52
170,92,74
194,101,22
187,66,20
170,97,20
186,77,27
180,67,58
199,113,70
147,100,26
193,68,83
174,107,89
147,83,71
199,79,25
191,112,66
143,115,78
156,76,74
164,112,86
178,64,87
196,98,33
165,113,68
183,67,85
199,116,31
166,96,48
178,62,75
194,62,63
193,67,79
148,112,84
152,91,42
177,71,60
187,65,24
155,76,72
162,66,78
160,114,82
167,112,85
150,77,39
185,67,26
145,104,36
194,74,73
145,64,55
187,81,68
191,85,38
167,90,22
176,104,86
161,116,29
186,102,67
175,108,57
177,111,88
191,62,46
167,112,79
193,84,25
170,94,40
177,60,37
174,107,39
184,89,33
173,80,57
187,91,64
167,108,88
195,100,29
145,109,86
200,117,86
184,96,90
174,86,53
148,105,54
191,75,82
184,84,68
165,107,26
156,103,71
159,100,77
175,82,67
182,70,36
192,87,80
152,109,40
170,69,80
165,61,90
154,109,48
186,81,88
188,73,82
163,109,49
159,66,85
169,75,22
156,109,70
149,78,45
164,102,27
157,101,39
154,77,69
179,71,44
198,76,26
151,69,26
195,75,67
174,67,25
151,93,67
182,100,50
179,86,44
160,89,29
171,118,51
141,72,42
141,111,27
188,78,54
146,99,22
182,89,78
187,63,55
188,89,32
183,98,65
197,83,19
158,75,53
200,97,43
173,85,31
180,82,56
197,63,33
153,90,19
199,97,37
150,117,80
197,105,37
198,114,69
150,87,72
143,95,40
156,97,71
173,74,50
187,67,76
176,75,67
159,74,54
166,75,36
191,72,88
178,108,50
156,88,47
171,64,40
194,63,44
150,99,55
190,67,25
151,90,32
145,97,49
141,73,39
140,118,58
199,105,24
194,83,52
143,77,24
180,114,51
199,83,59
153,60,44
145,68,63
161,98,47
184,93,65
176,75,63
167,84,83
195,70,88
140,106,49
171,108,89
148,89,55
170,65,59
174,97,74
179,119,20
152,90,21
160,89,48
159,120,39
177,103,30
176,88,20
181,61,36
150,91,64
179,102,25
186,64,72
164,64,35
164,98,66
182,85,40
154,85,36
197,92,34
148,64,57
171,94,53
142,110,39
159,78,33
159,99,46
197,68,75
152,111,56
169,110,62
167,105,49
190,115,69
141,87,50
188,103,75
172,101,33
142,84,77
171,115,45
167,112,57
169,74,31
180,94,74
170,90,70
185,117,79
197,60,47
188,78,62
166,118,51
145,111,39
196,66,34
163,62,77
186,115,25
189,93,24
189,111,64
176,79,74
159,91,87
185,71,83
169,60,60
171,117,64
169,92,35
165,66,51
150,87,41
157,105,77
193,92,43
193,116,38
169,84,61
176,69,34
183,111,77
148,69,22
175,112,26
151,111,28
143,89,66
143,107,26
197,111,23
171,84,27
149,94,53
179,91,32
175,77,68
159,116,84
181,84,42
164,115,82
153,89,81
154,84,25
163,102,53
142,111,18
161,71,52
173,112,53
174,97,18
144,86,26
175,99,89
169,67,62
180,103,23
187,66,75
151,94,60
198,104,41
172,116,28
195,113,67
179,82,37
149,103,70
143,83,86
140,87,33
151,74,74
172,95,56
149,60,41
144,84,79
173,83,61
199,68,26
149,105,74
149,79,35
149,83,50
144,120,41
183,98,18
167,84,22
171,74,22
176,118,25
193,68,44
147,84,18
157,92,72
143,66,49
148,95,34
144,66,66
151,96,71
186,89,32
194,109,27
171,94,90
191,72,30
153,86,33
166,86,56
162,113,23
182,105,41
197,84,54
153,70,45
185,93,59
171,61,45
186,67,46
193,98,20
154,89,80
197,120,24
141,100,62
174,119,25
194,113,43
150,102,86
165,65,75
159,86,42
174,60,18
190,101,33
163,107,31
177,115,74
198,81,24
190,93,45
189,99,87
198,70,78
151,120,56
180,60,64
184,71,25
189,88,68
181,93,39
160,75,47
142,120,21
147,87,35
157,63,71
191,102,70
194,74,68
167,78,42
200,75,54
142,65,36
192,94,60
172,76,34
199,61,58
193,99,37
149,96,20
161,71,23
143,101,79
167,78,45
166,86,53
159,83,82
195,98,89
170,107,76
183,96,56
180,99,79
190,95,64
155,69,58
186,62,54
165,68,48
143,77,90
193,106,75
199,85,69
147,68,40
171,104,38
186,100,59
146,98,28
142,93,73
166,75,18
147,64,19
199,83,43
197,118,80
196,61,48
200,96,71
182,113,34
182,95,67
162,103,84
143,103,76
167,83,62
173,69,58
172,69,45
187,88,72
176,62,44
197,104,23
178,105,45
193,87,71
147,77,80
189,68,39
199,90,66
154,82,88
195,107,60
181,68,18
184,105,40
181,97,48
188,115,43
172,103,88
186,67,79
170,113,41
195,64,44
147,60,32
191,78,61
150,84,52
186,77,30
168,99,21
176,75,46
162,120,19
164,101,68
184,100,62
198,108,54
193,64,60
177,74,68
199,91,19
178,112,33
187,120,27
194,97,67
153,61,48
146,115,26
190,108,68
165,91,64
184,106,74
197,97,84
158,85,66
159,75,46
173,72,45
173,79,33
179,81,44
176,84,44
149,91,45
165,115,72
162,67,46
144,70,28
154,88,24
200,79,70
195,116,56
188,113,72
148,120,57
173,71,64
143,109,75
181,97,27
190,74,61
195,108,66
148,86,61
158,67,51
187,94,52
169,67,29
173,73,49
193,88,38
200,89,76
141,71,27
161,67,36
172,101,36
185,120,77
199,100,27
182,73,82
156,110,40
198,82,63
195,102,77
167,99,46
184,61,69
174,78,66
200,115,62
163,100,50
193,78,89
194,95,64
163,82,18
184,70,23
195,62,33
195,119,84
144,95,69
142,97,43
174,77,36
140,115,75
152,86,41
141,74,71
188,62,64
151,67,56
198,90,37
186,102,51
189,79,90
165,60,89
158,99,67
181,71,85
192,91,88
193,116,81
194,88,20
191,112,75
169,85,89
169,114,34
143,82,26
167,68,29
176,86,44
146,83,69
160,119,83
156,119,80
175,78,40
166,116,68
165,108,77
143,117,62
155,97,39
154,82,68
183,84,67
180,103,36
147,98,38
147,94,77
144,109,45
184,68,44
173,76,33
190,82,40
146,66,68
155,105,47
143,79,60
180,96,75
156,114,90
183,77,33
147,105,77
171,89,68
142,85,80
146,110,90
168,91,64
183,89,88
176,112,48
152,67,72
177,67,89
182,68,29
159,99,27
189,119,74
150,95,70
154,85,34
176,60,34
192,114,59
189,119,20
175,120,53
140,116,34
197,71,25
188,94,84
164,90,59
193,112,26
181,82,66
154,115,34
150,97,90
192,107,62
159,104,56
159,119,84
164,108,28
186,88,57
150,106,58
181,119,41
179,75,41
190,115,73
163,80,34
146,71,47
192,86,85
183,106,57
175,115,26
185,90,57
185,82,83
173,107,47
188,71,44
180,89,27
172,95,83
181,112,24
198,100,75
178,71,80
189,116,57
151,96,47
185,99,54
153,82,45
165,80,88
188,61,37
164,86,55
142,110,50
152,99,29
142,120,56
178,96,33
155,91,64
165,64,72
150,100,29
193,85,21
160,75,31
152,106,21
188,113,30
141,93,59
142,87,67
172,117,34
196,65,88
176,82,29
176,62,62
179,62,21
196,99,45
153,91,54
193,94,18
142,77,18
189,101,23
141,98,41
165,103,32
176,97,42
152,87,39
188,104,75
152,120,88
150,92,44
177,107,81
197,120,34
180,98,22
153,76,65
195,96,21
163,98,65
142,115,64
153,97,65
195,117,58
193,75,32
175,72,75
174,87,23
140,113,30
147,81,59
153,66,37
190,106,39
163,114,38
159,71,43
155,101,33
158,91,40
166,112,33
151,78,45
174,78,61
180,73,64
181,68,34
161,118,32
198,101,79
154,109,73
185,92,39
163,110,24
191,76,24
162,102,66
183,111,51
161,65,75
193,118,71
185,102,35
166,64,81
164,117,44
162,118,59
167,83,37
163,95,38
144,109,49
166,64,80
176,112,67
158,71,23
164,110,90
146,111,74
169,91,40
157,91,36
140,82,86
193,116,60
152,102,24
181,120,85
149,119,66
199,65,51
170,82,55
194,92,76
184,64,70
170,102,64
177,81,81
161,66,64
172,117,39
188,72,30
156,60,45
157,112,46
161,101,59
193,70,63
145,70,67
152,114,46
158,64,84
161,64,60
184,61,60
194,94,90
143,79,89
144,92,58
140,84,73
151,98,36
141,98,53
168,80,22
154,118,28
196,80,79
183,100,80
169,61,90
144,112,43
172,80,44
180,116,40
177,75,90
165,64,29
146,77,90
189,78,26
155,97,33
171,95,65
189,102,38
171,68,41
158,81,47
192,98,59
143,112,26
184,88,27
194,102,23
168,65,31
168,63,31
149,110,63
198,65,20
193,72,52
169,108,54
164,101,41
147,88,48
196,114,29
140,84,19
151,100,70
159,118,55
143,78,37
148,104,48
184,105,30
169,71,35
160,94,73
154,63,79
167,101,52
151,100,39
159,68,73
156,114,71
190,70,22
182,93,90
160,62,20
175,109,74
157,96,89
156,84,48
155,99,40
181,82,62
171,120,27
144,103,31
143,72,51
155,110,41
166,78,52
157,91,21
181,98,19
197,60,24
187,107,71
178,72,76
185,72,32
185,108,84
175,76,83
187,110,60
163,120,67
176,84,78
155,114,73
157,92,60
141,65,47
161,85,21
148,61,21
165,114,40
149,82,71
190,60,40
185,90,43
146,87,58
190,111,31
153,90,60
146,66,21
180,108,76
198,117,44
189,112,35
178,69,58
160,64,63
156,98,40
166,65,52
161,62,60
193,79,81
140,99,30
182,95,53
160,101,56
158,108,78
179,83,84
196,64,18
194,86,33
200,107,36
144,78,65
147,104,87
199,66,77
145,70,62
181,116,42
196,108,48
148,107,60
193,113,43
141,115,47
160,116,18
154,84,67
200,77,85
191,106,90
188,117,35
194,77,81
187,82,69
191,76,24
159,88,21
185,118,81
180,66,87
157,92,88
160,78,27
195,69,71
141,85,89
182,79,44
152,93,55
190,71,41
153,73,27
146,94,77
177,115,72
146,102,61
188,114,60
195,105,37
159,87,22
157,67,49
140,117,58
170,96,65
200,80,49
185,77,48
158,90,21
176,111,29
187,117,75
146,111,28
175,93,84
193,91,61
182,92,82
154,98,21
160,77,52
173,91,26
144,80,83
165,76,87
154,82,77
169,120,42
189,105,37
163,87,21
171,111,82
145,90,89
195,93,44
152,105,65
163,76,20
180,83,34
186,105,70
150,90,85
171,100,59
200,115,79
183,80,85
144,78,36
142,97,20
169,71,70
167,72,21
169,109,58
150,66,22
162,101,83
193,71,56
185,82,70
165,92,28
195,75,37
145,103,36
151,79,75
197,62,83
146,109,52
163,62,61
157,78,49
144,78,52
151,92,29
165,67,39
157,108,61
182,90,77
154,73,86
198,110,60
158,66,82
149,120,39
173,106,49
188,91,52
167,89,55
200,76,56
166,118,90
158,79,81
155,87,27
198,92,34
153,107,52
164,85,26
153,115,32
156,67,52
165,113,72
200,99,68
195,86,25
173,68,45
176,61,49
144,82,36
175,61,62
194,88,83
168,68,56
164,111,84
146,118,79
179,71,37
200,105,86
181,63,35
166,91,56
179,67,23
175,99,34
185,69,51
179,63,82
170,94,88
197,68,47
176,82,83
178,72,22
182,60,40
192,109,80
163,115,80
183,86,60
171,82,35
162,82,58
166,77,88
181,110,61
153,119,86
199,73,59
199,100,31
157,86,67
160,85,52
200,111,26
188,90,84
188,73,75
178,103,57
189,86,72
167,85,85
190,116,66
147,68,54
171,61,28
183,85,35
155,117,89
172,104,83
163,79,70
188,69,31
180,120,36
199,112,54
197,101,66
175,76,66
144,115,85
165,76,74
151,112,38
200,85,21
171,65,81
194,117,86
179,110,23
168,116,38
145,98,22
199,120,33
177,98,52
149,86,56
164,76,33
193,110,31
172,116,71
173,118,57
166,70,20
151,71,27
155,117,23
157,98,81
172,93,79
174,99,54
165,120,81
195,109,54
158,115,58
179,94,54
157,79,80
155,87,33
161,76,41
189,68,66
172,106,48
175,97,57
154,73,66
146,88,55
179,108,71
199,95,80
146,115,84
151,105,18
140,109,51
191,104,57
169,111,35
168,97,38
195,97,30
165,60,29
173,94,48
182,112,35
144,87,81
171,80,39
169,65,26
192,114,78
177,87,29
147,114,37
177,92,49
150,87,88
164,60,76
172,76,62
193,108,61
180,72,64
188,99,77
147,102,84
172,65,83
194,105,30
146,119,29
178,106,20
144,72,42
165,70,72
183,115,20
146,76,43
189,71,74
178,86,53
194,115,24
177,71,25
165,103,69
179,106,25
169,76,67
145,77,30
178,118,76
197,73,33
169,83,65
176,100,47
176,82,52
153,101,57
180,119,66
149,100,32
187,102,40
152,75,33
150,113,21
184,107,76
155,68,78
149,75,72
178,93,53
155,91,59
156,119,44
191,107,78
164,74,83
146,65,66
151,109,74
162,102,18
193,116,81
176,84,23
155,75,59
